text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences.",107.147,107.855,0.29897,0.13956,0.11882,192.746,69.309,9.087,840.965,0.19862,0.24598,0.08839,0.11603,0.06871,0.67438,30.566,55.389,19.137
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. The work feels heavier than it should and I am moving slowly.",112.722,149.895,0.28806,0.16147,0.15707,194.87,56.893,9.216,1240.019,0.2873,-1.0,0.15778,0.04765,0.16146,0.52312,60.472,37.663,81.257
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",127.263,125.585,0.27761,0.16134,0.19251,246.738,63.626,7.787,1013.471,0.16585,-0.14611,0.10218,0.07635,0.07532,0.67244,71.042,63.401,32.955
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,91.47,134.563,0.16028,0.13247,0.1134,195.888,66.112,10.897,749.583,0.16845,-0.118,0.07986,0.07421,0.09943,0.63912,48.907,36.007,34.459
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important.,128.164,129.774,0.26684,0.13517,0.14302,198.773,59.292,10.987,760.605,0.15551,-0.54621,0.1023,0.11418,0.08169,0.68905,59.802,54.505,32.209
"I sent updates, answered messages, and planned tomorrow's priorities. My thoughts keep looping around possible mistakes and consequences. The current draft is usable, but it still needs refinement.",129.106,113.489,0.2809,0.15918,0.14334,225.298,65.901,8.487,815.753,0.16081,-0.01467,0.11893,0.1134,0.06361,0.80228,50.768,70.52,28.734
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it.",126.894,141.061,0.29452,0.19325,0.18474,219.611,58.253,6.354,1026.724,0.27661,-0.37833,0.1064,0.09239,0.08738,0.645,74.651,55.337,39.856
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.",121.354,130.682,0.31878,0.2238,0.18262,287.933,44.018,7.65,1441.709,0.28961,-0.88322,0.13991,0.13253,0.12218,0.51461,91.955,75.064,65.033
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,97.965,118.594,0.21794,0.14406,0.15599,214.617,69.752,10.755,780.385,0.18577,-0.39829,0.06669,0.08307,0.05488,0.74253,51.763,43.169,23.601
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it.,111.246,125.573,0.32001,0.17606,0.13949,236.859,54.771,10.023,834.314,0.22903,-0.36014,0.11843,0.1202,0.08708,0.654,60.782,67.066,41.27
"I finished the review, documented the results, and cleaned up the notes. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.",115.507,113.697,0.26403,0.11528,0.10575,206.186,67.067,8.005,638.658,0.1282,-0.21493,0.0789,0.09335,0.09024,0.69471,36.567,55.091,29.951
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. The schedule is clear enough for the next session.",135.016,131.229,0.34744,0.21462,0.21478,258.221,58.163,8.416,1079.418,0.20625,-0.77737,0.1235,0.12771,0.08283,0.61014,79.451,83.576,39.645
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",106.038,123.191,0.19561,0.09359,0.12089,202.946,74.025,8.644,620.643,0.0883,0.57367,0.07663,0.0694,0.08223,0.68443,22.447,50.396,23.422
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I can continue after a short break and another review pass.,118.123,151.684,0.23508,0.1868,0.18899,260.984,45.709,7.862,1282.09,0.26736,-0.83561,0.12049,0.08833,0.10087,0.57608,86.39,54.883,46.137
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,100.195,115.202,0.27423,0.11948,0.09736,195.157,53.095,7.59,975.111,0.13972,0.08046,0.12657,0.06246,0.09077,0.66006,31.199,44.513,52.784
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.",147.387,153.706,0.2849,0.16253,0.18376,238.85,57.081,7.426,1251.324,0.26831,-0.54539,0.11151,0.08096,0.0961,0.63502,69.958,53.338,57.969
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important.",124.641,129.528,0.2176,0.18029,0.13621,218.7,51.917,9.802,898.941,0.23765,-0.61314,0.0921,0.0611,0.09405,0.67639,76.236,39.149,46.885
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",98.49,118.73,0.2061,0.03186,0.04947,161.551,77.13,8.653,513.213,0.10248,0.05621,0.06687,0.06223,0.07225,0.72555,18.471,17.889,34.295
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I can continue after a short break and another review pass.,141.854,150.632,0.27821,0.19146,0.20335,231.566,44.977,7.102,1280.113,0.26613,-0.75956,0.09897,0.08718,0.09394,0.55072,89.301,45.679,53.357
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",102.854,124.7,0.20651,0.13498,0.11874,210.409,61.831,8.699,756.112,0.1799,-0.49261,0.07037,0.06944,0.06789,0.68311,48.183,39.668,22.468
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,116.514,106.127,0.28443,0.12369,0.13283,207.655,67.515,8.917,830.199,0.1937,-0.75913,0.09716,0.09758,0.07658,0.63101,38.366,49.878,44.45
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,87.134,98.042,0.15361,0.05456,0.07442,127.005,73.671,8.551,773.816,0.15314,0.14974,0.08252,0.04205,0.07416,0.6444,16.541,23.434,39.344
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I feel mentally drained and focusing takes more effort than usual.,103.528,106.2,0.30707,0.18083,0.14887,200.172,48.05,6.98,1039.19,0.26327,-0.8267,0.14301,0.06297,0.12117,0.56603,59.078,43.401,82.197
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",103.084,134.15,0.26124,0.09798,0.09411,167.606,69.455,10.466,791.193,0.10624,-0.09022,0.08082,0.08838,0.06459,0.73067,24.366,49.373,25.009
"I finished the review, documented the results, and cleaned up the notes. I keep worrying that something might go wrong even after I check it. The schedule is clear enough for the next session.",121.208,117.94,0.31923,0.16725,0.17036,240.165,59.179,4.612,917.75,0.233,-0.19036,0.12242,0.11317,0.10092,0.68459,53.968,78.681,50.021
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",101.159,112.081,0.23068,0.11288,0.1113,192.159,75.761,8.587,734.79,0.13329,0.32212,0.06818,0.06341,0.05608,0.63006,35.24,44.665,14.736
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I feel mentally drained and focusing takes more effort than usual. The schedule is clear enough for the next session.",123.428,155.218,0.30494,0.18785,0.17561,207.724,48.161,6.927,1280.258,0.29445,-0.86671,0.12681,0.08937,0.11242,0.58674,73.657,44.61,70.607
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details.,140.224,132.307,0.26686,0.18814,0.20961,237.499,45.037,6.632,1056.84,0.253,-0.33603,0.11063,0.12334,0.10328,0.68035,73.582,65.117,45.792
The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.,126.714,140.856,0.34151,0.22994,0.21265,296.07,56.616,5.442,1176.127,0.24045,-0.96707,0.1326,0.14026,0.10569,0.65436,79.138,82.422,46.976
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. The schedule is clear enough for the next session.",138.994,126.816,0.33017,0.18478,0.20371,283.047,47.367,4.986,1161.136,0.28606,-0.79735,0.12736,0.12661,0.11751,0.68915,77.15,68.89,61.191
The workday was manageable and I moved through the checklist steadily. The work feels heavier than it should and I am moving slowly.,115.484,121.773,0.27126,0.11031,0.0736,204.781,56.921,8.642,799.605,0.23828,-0.35224,0.13825,0.04386,0.14241,0.67508,27.67,42.523,76.803
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details.",143.059,159.033,0.36156,0.25032,0.24805,284.809,43.504,9.578,1227.678,0.29006,-0.89767,0.14462,0.14671,0.09991,0.65667,90.697,93.778,52.193
"I sent updates, answered messages, and planned tomorrow's priorities. I do not feel engaged and it is difficult to sustain momentum. I can continue after a short break and another review pass.",78.557,104.359,0.21912,0.04273,0.06323,173.583,56.391,7.008,800.478,0.18778,-0.60996,0.11268,0.05084,0.1094,0.63077,6.029,27.105,58.203
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,85.803,106.559,0.05112,0.01582,0.01942,140.639,64.117,10.783,553.976,0.11326,0.16367,0.03306,0.01851,0.06518,0.74857,2.355,5.829,19.107
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",108.515,107.006,0.22551,0.07003,0.07605,185.457,66.93,7.969,655.659,0.15039,0.00479,0.08685,0.04065,0.0936,0.65857,26.076,22.011,46.977
"I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I keep worrying that something might go wrong even after I check it. The current draft is usable, but it still needs refinement.",128.824,116.49,0.31202,0.18312,0.20551,257.415,56.432,6.207,1186.278,0.29684,-0.84875,0.1118,0.1117,0.10282,0.69288,65.799,67.311,54.263
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly.",110.319,137.522,0.20848,0.13536,0.14448,213.525,44.429,7.505,1052.334,0.21584,-0.17482,0.09481,0.05224,0.07496,0.57148,67.695,35.302,36.517
I completed the main tasks for today and reviewed the next steps. I am uncertain about the outcome and keep second-guessing the details.,130.928,147.992,0.26368,0.16866,0.14808,221.574,54.556,9.722,970.59,0.24117,-0.76673,0.1159,0.0989,0.10547,0.66778,52.858,63.737,54.579
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",123.111,99.387,0.16496,0.11354,0.10768,153.637,61.449,11.141,721.597,0.15167,-0.06562,0.06383,0.00581,0.06971,0.69175,35.776,24.998,28.731
The workday was manageable and I moved through the checklist steadily. I keep worrying that something might go wrong even after I check it.,101.098,103.437,0.24368,0.14854,0.14475,189.568,63.782,8.724,870.718,0.20433,-0.16245,0.10525,0.10975,0.10523,0.64692,46.154,57.172,39.075
"I sent updates, answered messages, and planned tomorrow's priorities. I keep worrying that something might go wrong even after I check it. I will revisit the remaining items tomorrow.",105.934,109.574,0.19487,0.09687,0.13794,215.817,64.189,10.026,883.511,0.13218,0.01781,0.0848,0.09419,0.08573,0.71543,45.818,56.098,23.161
